source_id,title,classification,score_0_100,meal_type,time_estimate,difficulty,main_ingredients,source_ingredients_full,source_steps_full,source_notes_raw,source_file,why_good_or_bad,reject_reason,duplicate_risk,similar_existing_recipe,cis_availability,nutrition_feasibility,adaptation_needed,manual_review_notes,user_decision
Все рецепты!R538 | InfoVolna | page/file [InfoVolna.com] Рекомендованный план питания 3000 вариант 2.pdf | variant 2 завтрак,Овсяноблин с творогом и бананом,MAYBE_REVIEW,69,breakfast,10-20 min,unknown,Овсяноблин с творогом и; бананом. Творог мягкий нежный; обезжиренный; геркулес,"Овсяноблин с творогом и
бананом. Творог мягкий нежный
обезжиренный - 125гр, яйцо -
2шт, молоко - 2 ст ложки (30мл),
геркулес - 90гр, банан -1шт","Овсяные хлопья или
Геркулес (лучше брать
долгой варки) перемолоть в
блендере, но не до
состоянии муки.Смешиваем
овсяные хлопья, яйцо и
молоко.
Выливаем наше тесто на
холодную сковородку с
антипригарным покрытием,
масло не нужно добавлять.
На готовый блин
выкладываем начинку
(творог и банан)","КБЖУ завтрак
649
36
18
82",[InfoVolna.com] Рекомендованный план питания 3000 вариант 2.pdf,"possible duplicate; compare with existing: Овсянка с творогом, бананом и черникой; positive: clear cooking steps, usable quantities",,medium,"Овсянка с творогом, бананом и черникой",good,good,compare with similar existing recipe; choose one best source variant before any import,InfoVolna meal-plan row; check it works as a standalone recipe; duplicate similarity score 0.706; same source title appears 9 times in this workbook,
Все рецепты!R185 | InfoVolna | page/file [InfoVolna.com] Рекомендованый план питания 1350-1400 вариант 7.pdf | variant 7 обед,Плов с говядиной,MAYBE_REVIEW,69,lunch,15-30 min,unknown,"Плов с говядиной; ● Говядина; ● Лук; ● Морковь; ● Рис; ● Соль, перец","Плов с говядиной.
Ингредиенты:
● Говядина — 400 г
● Лук — 2 шт.
● Морковь — 2 шт.
● Рис — 140гр
● Соль, перец по вкусу
ИНГРИДИЕНТЫ НА ДВЕ ПОРЦИИ.
делим пополам","В сковороду Нагреть. Выложить
морковь и лук.
- Выложить в сковороду кусочки
говядины поверх лука и
моркови. Тушить на среднем
огне 20-25 минут.
- После этого в сковороду
наливаем кипяченую воду из
расчета на 1 стакан риса — 2
стакана воды и доводим до
кипения. Посолить, поперчить,
добавить специи по вкусу.
- Когда вода закипит, положить
в сковороду рис. На сильном
огне половина воды должна
выкипеть.
- Когда половина жидкости
выкипит, закрыть сковороду
крышкой и поставить на
медленный огонь до готовности
(примерно 15-20 минут).","КБЖУ обед
556
49
14
55",[InfoVolna.com] Рекомендованый план питания 1350-1400 вариант 7.pdf,"possible duplicate; compare with existing: Пулькоги из говядины; positive: clear cooking steps, usable quantities",,medium,Пулькоги из говядины,good,good,compare with similar existing recipe; choose one best source variant before any import,InfoVolna meal-plan row; check it works as a standalone recipe; duplicate similarity score 0.667; same source title appears 5 times in this workbook,
Все рецепты!R210 | InfoVolna | page/file [InfoVolna.com] Рекомендованный план питания 1500 вариант 5.pdf | variant 5 обед,Плов с говядиной,MAYBE_REVIEW,69,lunch,15-30 min,unknown,"Плов с говядиной; ● Говядина; ● Лук; ● Морковь; ● Рис; ● Соль, перец","Плов с говядиной.
Ингредиенты:
● Говядина — 400 г
● Лук — 2 шт.
● Морковь — 2 шт.
● Рис — 140гр
● Соль, перец по вкусу
ИНГРИДИЕНТЫ НА ДВЕ ПОРЦИИ.
делим пополам","В сковороду Нагреть. Выложить
морковь и лук.
- Выложить в сковороду кусочки
говядины поверх лука и
моркови. Тушить на среднем
огне 20-25 минут.
- После этого в сковороду
наливаем кипяченую воду из
расчета на 1 стакан риса — 2
стакана воды и доводим до
кипения. Посолить, поперчить,
добавить специи по вкусу.
- Когда вода закипит, положить в
сковороду рис. На сильном огне
половина воды должна
выкипеть.
- Когда половина жидкости
выкипит, закрыть сковороду
крышкой и поставить на
медленный огонь до готовности
(примерно 15-20 минут).","КБЖУ обед
556
49
14
55",[InfoVolna.com] Рекомендованный план питания 1500 вариант 5.pdf,"possible duplicate; compare with existing: Пулькоги из говядины; positive: clear cooking steps, usable quantities",,medium,Пулькоги из говядины,good,good,compare with similar existing recipe; choose one best source variant before any import,InfoVolna meal-plan row; check it works as a standalone recipe; duplicate similarity score 0.667; same source title appears 5 times in this workbook,
Все рецепты!R315 | InfoVolna | page/file [InfoVolna.com] Рекомендованный план питания 1800 вариант 5.pdf | variant 5 обед,Плов с говядиной,MAYBE_REVIEW,69,lunch,15-30 min,unknown,"Плов с говядиной; ● Говядина; ● Лук; ● Морковь; ● Рис; ● Соль, перец","Плов с говядиной.
Ингредиенты:
● Говядина — 400 г
● Лук — 2 шт.
● Морковь — 2 шт.
● Рис — 140гр
● Соль, перец по вкусу
ИНГРИДИЕНТЫ НА ДВЕ ПОРЦИИ.
делим пополам","В сковороду Нагреть. Выложить
морковь и лук.
- Выложить в сковороду кусочки
говядины поверх лука и
моркови. Тушить на среднем
огне 20-25 минут.
- После этого в сковороду
наливаем кипяченую воду из
расчета на 1 стакан риса — 2
стакана воды и доводим до
кипения. Посолить, поперчить,
добавить специи по вкусу.
- Когда вода закипит, положить в
сковороду рис. На сильном огне
половина воды должна
выкипеть.
- Когда половина жидкости
выкипит, закрыть сковороду
крышкой и поставить на
медленный огонь до готовности
(примерно 15-20 минут).","КБЖУ обед
556
49
14
55",[InfoVolna.com] Рекомендованный план питания 1800 вариант 5.pdf,"possible duplicate; compare with existing: Пулькоги из говядины; positive: clear cooking steps, usable quantities",,medium,Пулькоги из говядины,good,good,compare with similar existing recipe; choose one best source variant before any import,InfoVolna meal-plan row; check it works as a standalone recipe; duplicate similarity score 0.667; same source title appears 5 times in this workbook,
Все рецепты!R140 | InfoVolna | page/file [InfoVolna.com] Рекомендованый план питания 1300 вариант 5.pdf | variant 5 обед,Рис с морепродуктами и овощами,MAYBE_REVIEW,69,lunch,up to 15 min,unknown,Рис с морепродуктами и; овощами. Рис (указан вес риса в; сыром виде); Морепродукты (морской; коктейль); Лук репчатый,"Рис с морепродуктами и
овощами. Рис (указан вес риса в
сыром виде) - 100 г
Морепродукты (морской
коктейль) - 200 г
Лук репчатый - 1 шт.
Чеснок - 1 зубчик
Морковь - 1 шт.
Перец сладкий - 1 шт.
Кукуруза консервированная - 3
ст. ложки
Масло кокосовое - 10гр
Зелень - по вкусу
Соль - по вкусу
Перец чёрный молотый - по
вкусу","Отварите рис до готовности в
зависимости от сорта. Сладкий
перец помойте, удалите
внутренние перегородки и
семена, мякоть перца нарежьте
соломкой.
Лук почистите, нарежьте
маленькими кубиками.
Морковь почистите, нарежьте
соломкой.
Чеснок почистите, измельчите.
обжаривайте все овощи до
мягкости перца. Затем к овощам
добавьте морепродукты (у меня
- кусочки кальмара, мидии,
креветки; если морепродукты
замороженные,
предварительно разморозьте
их).
Посолите, поперчите всё это и
обжарьте в течение 5-7 минут на
среднем огне, помешивая, пока
морепродукты не приготовятся.
В сковороду переложите","готовый рис.
КБЖУ обед
298
18
7
38",[InfoVolna.com] Рекомендованый план питания 1300 вариант 5.pdf,"some expensive or less common ingredients; possible duplicate; compare with existing: Рис с яйцом и овощами; positive: clear cooking steps, usable quantities",,medium,Рис с яйцом и овощами,medium,good,consider replacing rare/expensive items with CIS supermarket alternatives; compare with similar existing recipe; choose one best source variant before any import,InfoVolna meal-plan row; check it works as a standalone recipe; duplicate similarity score 0.667; same source title appears 5 times in this workbook,
Все рецепты!R205 | InfoVolna | page/file [InfoVolna.com] Рекомендованный план питания 1500 вариант 4.pdf | variant 4 обед,Рис с морепродуктами и овощами,MAYBE_REVIEW,69,lunch,up to 15 min,unknown,Рис с морепродуктами и; овощами. Рис (указан вес риса в; сыром виде); Морепродукты (морской; коктейль); Лук репчатый,"Рис с морепродуктами и
овощами. Рис (указан вес риса в
сыром виде) - 60 г
Морепродукты (морской
коктейль) - 250 г
Лук репчатый - 1 шт.
Чеснок - 1 зубчик
Морковь - 1 шт.
Перец сладкий - 1 шт.
Кукуруза консервированная - 3
ст. ложки
Масло оливковое - 10гр
Зелень - по вкусу
Соль - по вкусу
Перец чёрный молотый - по
вкусу","Отварите рис до готовности в
зависимости от сорта. Сладкий
перец помойте, удалите
внутренние перегородки и
семена, мякоть перца нарежьте
соломкой.
Лук почистите, нарежьте
маленькими кубиками.
Морковь почистите, нарежьте
соломкой.
Чеснок почистите, измельчите.
обжаривайте все овощи до
мягкости перца. Затем к овощам
добавьте морепродукты (у меня -
кусочки кальмара, мидии,
креветки; если морепродукты
замороженные, предварительно
разморозьте их).
Посолите, поперчите всё это и
обжарьте в течение 5-7 минут на
среднем огне, помешивая, пока
морепродукты не приготовятся.
В сковороду переложите готовый
рис.","КБЖУ обед
418
42
13
47",[InfoVolna.com] Рекомендованный план питания 1500 вариант 4.pdf,"some expensive or less common ingredients; possible duplicate; compare with existing: Рис с яйцом и овощами; positive: clear cooking steps, usable quantities",,medium,Рис с яйцом и овощами,medium,good,consider replacing rare/expensive items with CIS supermarket alternatives; compare with similar existing recipe; choose one best source variant before any import,InfoVolna meal-plan row; check it works as a standalone recipe; duplicate similarity score 0.667; same source title appears 5 times in this workbook,
Все рецепты!R310 | InfoVolna | page/file [InfoVolna.com] Рекомендованный план питания 1800 вариант 4.pdf | variant 4 обед,Рис с морепродуктами и овощами,MAYBE_REVIEW,69,lunch,up to 15 min,unknown,Рис с морепродуктами и; овощами. Рис (указан вес риса в; сыром виде); Морепродукты (морской; коктейль); Лук репчатый,"Рис с морепродуктами и
овощами. Рис (указан вес риса в
сыром виде) - 60 г
Морепродукты (морской
коктейль) - 2500 г
Лук репчатый - 1 шт.
Чеснок - 1 зубчик
Морковь - 1 шт.
Перец сладкий - 1 шт.
Кукуруза консервированная - 3
ст. ложки
Масло оливковое - 10гр
Зелень - по вкусу
Соль - по вкусу
Перец чёрный молотый - по
вкусу","Отварите рис до готовности в
зависимости от сорта. Сладкий
перец помойте, удалите
внутренние перегородки и
семена, мякоть перца нарежьте
соломкой.
Лук почистите, нарежьте
маленькими кубиками.
Морковь почистите, нарежьте
соломкой.
Чеснок почистите, измельчите.
обжаривайте все овощи до
мягкости перца. Затем к овощам
добавьте морепродукты (у меня -
кусочки кальмара, мидии,
креветки; если морепродукты
замороженные, предварительно
разморозьте их).
Посолите, поперчите всё это и
обжарьте в течение 5-7 минут на
среднем огне, помешивая, пока
морепродукты не приготовятся.
В сковороду переложите
готовый рис.","КБЖУ обед
418
42
13
47",[InfoVolna.com] Рекомендованный план питания 1800 вариант 4.pdf,"some expensive or less common ingredients; possible duplicate; compare with existing: Рис с яйцом и овощами; positive: clear cooking steps, usable quantities",,medium,Рис с яйцом и овощами,medium,good,consider replacing rare/expensive items with CIS supermarket alternatives; compare with similar existing recipe; choose one best source variant before any import,InfoVolna meal-plan row; check it works as a standalone recipe; duplicate similarity score 0.667; same source title appears 5 times in this workbook,
Все рецепты!R360 | InfoVolna | page/file [InfoVolna.com] Рекомендованный план питания 1900 вариант 7.pdf | variant 7 обед,Рис с морепродуктами и овощами,MAYBE_REVIEW,69,lunch,up to 15 min,unknown,Рис с морепродуктами и; овощами. Рис (указан вес риса в; сыром виде); Морепродукты (морской; коктейль); Лук репчатый,"Рис с морепродуктами и
овощами. Рис (указан вес риса в
сыром виде) - 60 г
Морепродукты (морской
коктейль) - 2500 г
Лук репчатый - 1 шт.
Чеснок - 1 зубчик
Морковь - 1 шт.
Перец сладкий - 1 шт.
Кукуруза консервированная - 3
ст. ложки
Масло оливковое - 10гр
Зелень - по вкусу
Соль - по вкусу
Перец чёрный молотый - по
вкусу","Отварите рис до готовности в
зависимости от сорта. Сладкий
перец помойте, удалите
внутренние перегородки и
семена, мякоть перца нарежьте
соломкой.
Лук почистите, нарежьте
маленькими кубиками.
Морковь почистите, нарежьте
соломкой.
Чеснок почистите, измельчите.
обжаривайте все овощи до
мягкости перца. Затем к овощам
добавьте морепродукты (у меня
- кусочки кальмара, мидии,
креветки; если морепродукты
замороженные,
предварительно разморозьте
их).
Посолите, поперчите всё это и
обжарьте в течение 5-7 минут
на среднем огне, помешивая,
пока морепродукты не","приготовятся.
В сковороду переложите
КБЖУ обед
418
42
13
47",[InfoVolna.com] Рекомендованный план питания 1900 вариант 7.pdf,"some expensive or less common ingredients; possible duplicate; compare with existing: Рис с яйцом и овощами; positive: clear cooking steps, usable quantities",,medium,Рис с яйцом и овощами,medium,good,consider replacing rare/expensive items with CIS supermarket alternatives; compare with similar existing recipe; choose one best source variant before any import,InfoVolna meal-plan row; check it works as a standalone recipe; duplicate similarity score 0.667; same source title appears 5 times in this workbook,
Все рецепты!R395 | InfoVolna | page/file [InfoVolna.com] Рекомендованный план питания 2000 вариант 7.pdf | variant 7 обед,Рис с морепродуктами и овощами,MAYBE_REVIEW,69,lunch,up to 15 min,unknown,Рис с морепродуктами и; овощами. Рис (указан вес риса в; сыром виде); Морепродукты (морской; коктейль); Лук репчатый,"Рис с морепродуктами и
овощами. Рис (указан вес риса в
сыром виде) - 60 г
Морепродукты (морской
коктейль) - 2500 г
Лук репчатый - 1 шт.
Чеснок - 1 зубчик
Морковь - 1 шт.
Перец сладкий - 1 шт.
Кукуруза консервированная - 3
ст. ложки
Масло оливковое - 10гр
Зелень - по вкусу
Соль - по вкусу
Перец чёрный молотый - по
вкусу","Отварите рис до готовности в
зависимости от сорта. Сладкий
перец помойте, удалите
внутренние перегородки и
семена, мякоть перца нарежьте
соломкой.
Лук почистите, нарежьте
маленькими кубиками.
Морковь почистите, нарежьте
соломкой.
Чеснок почистите, измельчите.
обжаривайте все овощи до
мягкости перца. Затем к овощам
добавьте морепродукты (у меня
- кусочки кальмара, мидии,
креветки; если морепродукты
замороженные,
предварительно разморозьте
их).
Посолите, поперчите всё это и
обжарьте в течение 5-7 минут
на среднем огне, помешивая,
пока морепродукты не","приготовятся.
В сковороду переложите
КБЖУ обед
418
42
13
47",[InfoVolna.com] Рекомендованный план питания 2000 вариант 7.pdf,"some expensive or less common ingredients; possible duplicate; compare with existing: Рис с яйцом и овощами; positive: clear cooking steps, usable quantities",,medium,Рис с яйцом и овощами,medium,good,consider replacing rare/expensive items with CIS supermarket alternatives; compare with similar existing recipe; choose one best source variant before any import,InfoVolna meal-plan row; check it works as a standalone recipe; duplicate similarity score 0.667; same source title appears 5 times in this workbook,
Все рецепты!R147 | InfoVolna | page/file [InfoVolna.com] Рекомендованый план питания 1300 вариант 6.pdf | variant 6 ужин,РИСОВЫЕ БЛИНЧИКИ НА ЗАВТРАК,MAYBE_REVIEW,69,breakfast,10-20 min,easy,"РИСОВЫЕ БЛИНЧИКИ НА; ЗАВТРАК. Ингредиенты; Для блинов; яйцо; молоко 1,5%; мука рисовая","РИСОВЫЕ БЛИНЧИКИ НА
ЗАВТРАК. Ингредиенты:
Для блинов:
яйцо - 1 шт
 молоко 1,5% - 70 мл
 мука рисовая - 30гр
.
Для начинки:
красная рыба Горбуша
слабосоленая - 30гр
огурец
 мягкий творог - 50гр","Смешать яйцо, молоко и
постепенно добавлять муку,
консистенция должна быть
достаточно жидкой. По вкусу
можно добавить соль.
Выпекать блинчики с двух
сторон до готовности на
сковороде с а/п покрытием.
Рыбу и огурец нарезать
длинными ломтиками.
Блинчики с одной стороны
смазать творожным сыром
или мягким творогом, внутрь
положить ломтики рыбы и
огурца, свернуть блинчики в
рулеты.
Рулетики можно разрезать
на 2-3 части и подавать к
столу.","КБЖУ ужин
309
23
10
30
общее КБЖУ
1237
83
53
101",[InfoVolna.com] Рекомендованый план питания 1300 вариант 6.pdf,"possible duplicate; compare with existing: Буррито на завтрак; positive: clear cooking steps, usable quantities",,medium,Буррито на завтрак,good,good,compare with similar existing recipe; choose one best source variant before any import,InfoVolna meal-plan row; check it works as a standalone recipe; duplicate similarity score 0.622; same source title appears 12 times in this workbook,
Все рецепты!R177 | InfoVolna | page/file [InfoVolna.com] Рекомендованый план питания 1350-1400 вариант 5.pdf | variant 5 ужин,РИСОВЫЕ БЛИНЧИКИ НА ЗАВТРАК,MAYBE_REVIEW,69,breakfast,10-20 min,easy,"РИСОВЫЕ БЛИНЧИКИ НА; ЗАВТРАК. Ингредиенты; Для блинов; яйцо; молоко 1,5%; мука рисовая","РИСОВЫЕ БЛИНЧИКИ НА
ЗАВТРАК. Ингредиенты:
Для блинов:
яйцо - 1 шт
 молоко 1,5% - 70 мл
 мука рисовая - 30гр
.
Для начинки:
красная рыба Горбуша
слабосоленая - 30гр
огурец
 мягкий творог - 50гр","Смешать яйцо, молоко и
постепенно добавлять муку,
консистенция должна быть
достаточно жидкой. По вкусу
можно добавить соль.
Выпекать блинчики с двух
сторон до готовности на
сковороде с а/п покрытием.
Рыбу и огурец нарезать
длинными ломтиками.
Блинчики с одной стороны
смазать творожным сыром
или мягким творогом, внутрь
положить ломтики рыбы и
огурца, свернуть блинчики в
рулеты.
Рулетики можно разрезать
на 2-3 части и подавать к","КБЖУ ужин
309
23
10
30
общее КБЖУ
1400
125
58
90",[InfoVolna.com] Рекомендованый план питания 1350-1400 вариант 5.pdf,"possible duplicate; compare with existing: Буррито на завтрак; positive: clear cooking steps, usable quantities",,medium,Буррито на завтрак,good,good,compare with similar existing recipe; choose one best source variant before any import,InfoVolna meal-plan row; check it works as a standalone recipe; duplicate similarity score 0.622; same source title appears 12 times in this workbook,
Все рецепты!R252 | InfoVolna | page/file [InfoVolna.com] Рекомендованый план питания 1650 вариант 6.pdf | variant 6 ужин,РИСОВЫЕ БЛИНЧИКИ НА ЗАВТРАК,MAYBE_REVIEW,69,breakfast,10-20 min,easy,"РИСОВЫЕ БЛИНЧИКИ НА; ЗАВТРАК. Ингредиенты; Для блинов; яйцо; молоко 1,5%; мука рисовая","РИСОВЫЕ БЛИНЧИКИ НА
ЗАВТРАК. Ингредиенты:
Для блинов:
яйцо - 1 шт
 молоко 1,5% - 70 мл
 мука рисовая - 30гр
.
Для начинки:
красная рыба Горбуша
слабосоленая - 30гр
огурец
 мягкий творог - 50гр","Смешать яйцо, молоко и
постепенно добавлять муку,
консистенция должна быть
достаточно жидкой. По вкусу
можно добавить соль.
Выпекать блинчики с двух
сторон до готовности на
сковороде с а/п покрытием.
Рыбу и огурец нарезать
длинными ломтиками.
Блинчики с одной стороны
смазать творожным сыром
или мягким творогом, внутрь
положить ломтики рыбы и
огурца, свернуть блинчики в
рулеты.
Рулетики можно разрезать
на 2-3 части и подавать к","КБЖУ ужин
309
23
10
30
общее КБЖУ
1639
117
62
151",[InfoVolna.com] Рекомендованый план питания 1650 вариант 6.pdf,"possible duplicate; compare with existing: Буррито на завтрак; positive: clear cooking steps, usable quantities",,medium,Буррито на завтрак,good,good,compare with similar existing recipe; choose one best source variant before any import,InfoVolna meal-plan row; check it works as a standalone recipe; duplicate similarity score 0.622; same source title appears 12 times in this workbook,
Все рецепты!R287 | InfoVolna | page/file [InfoVolna.com] Рекомендованый план питания 1700 вариант 6.pdf | variant 6 ужин,РИСОВЫЕ БЛИНЧИКИ НА ЗАВТРАК,MAYBE_REVIEW,69,breakfast,10-20 min,easy,"РИСОВЫЕ БЛИНЧИКИ НА; ЗАВТРАК. Ингредиенты; Для блинов; яйцо; молоко 1,5%; мука рисовая","РИСОВЫЕ БЛИНЧИКИ НА
ЗАВТРАК. Ингредиенты:
Для блинов:
яйцо - 1 шт
 молоко 1,5% - 70 мл
 мука рисовая - 30гр
.
Для начинки:
красная рыба Горбуша
слабосоленая - 30гр
огурец
 мягкий творог - 50гр","Смешать яйцо, молоко и
постепенно добавлять муку,
консистенция должна быть
достаточно жидкой. По вкусу
можно добавить соль.
Выпекать блинчики с двух
сторон до готовности на
сковороде с а/п покрытием.
Рыбу и огурец нарезать
длинными ломтиками.
Блинчики с одной стороны
смазать творожным сыром
или мягким творогом, внутрь
положить ломтики рыбы и
огурца, свернуть блинчики в
рулеты.
Рулетики можно разрезать
на 2-3 части и подавать к","КБЖУ ужин
309
23
10
30
общее КБЖУ
1760
153
52
160",[InfoVolna.com] Рекомендованый план питания 1700 вариант 6.pdf,"possible duplicate; compare with existing: Буррито на завтрак; positive: clear cooking steps, usable quantities",,medium,Буррито на завтрак,good,good,compare with similar existing recipe; choose one best source variant before any import,InfoVolna meal-plan row; check it works as a standalone recipe; duplicate similarity score 0.622; same source title appears 12 times in this workbook,
Все рецепты!R322 | InfoVolna | page/file [InfoVolna.com] Рекомендованный план питания 1800 вариант 6.pdf | variant 6 ужин,РИСОВЫЕ БЛИНЧИКИ НА ЗАВТРАК,MAYBE_REVIEW,69,breakfast,10-20 min,easy,"РИСОВЫЕ БЛИНЧИКИ НА; ЗАВТРАК. Ингредиенты; Для блинов; яйцо; молоко 1,5%; мука рисовая","РИСОВЫЕ БЛИНЧИКИ НА
ЗАВТРАК. Ингредиенты:
Для блинов:
яйцо - 1 шт
 молоко 1,5% - 100 мл
мука рисовая - 50гр
.
Для начинки:
красная рыба Горбуша
слабосоленая - 50гр
огурец
 мягкий творог - 50гр","Смешать яйцо, молоко и
постепенно добавлять муку,
консистенция должна быть
достаточно жидкой. По вкусу
можно добавить соль.
Выпекать блинчики с двух
сторон до готовности на
сковороде с а/п покрытием.
Рыбу и огурец нарезать
длинными ломтиками.
Блинчики с одной стороны
смазать творожным сыром
или мягким творогом, внутрь
положить ломтики рыбы и
огурца, свернуть блинчики в
рулеты.
Рулетики можно разрезать
на 2-3 части и подавать к
столу.","КБЖУ ужин
405
28
12
45
общее КБЖУ
1815
159
48
180",[InfoVolna.com] Рекомендованный план питания 1800 вариант 6.pdf,"possible duplicate; compare with existing: Буррито на завтрак; positive: clear cooking steps, usable quantities",,medium,Буррито на завтрак,good,good,compare with similar existing recipe; choose one best source variant before any import,InfoVolna meal-plan row; check it works as a standalone recipe; duplicate similarity score 0.622; same source title appears 12 times in this workbook,
Все рецепты!R373 | InfoVolna | page/file [InfoVolna.com] Рекомендованный план питания 2000 вариант 3.pdf | variant 3 завтрак,РИСОВЫЕ БЛИНЧИКИ НА ЗАВТРАК,MAYBE_REVIEW,69,breakfast,10-20 min,easy,"РИСОВЫЕ БЛИНЧИКИ НА; ЗАВТРАК. Ингредиенты; Для блинов; яйцо; молоко 1,5%; мука рисовая","РИСОВЫЕ БЛИНЧИКИ НА
ЗАВТРАК. Ингредиенты:
Для блинов:
яйцо - 1 шт
 молоко 1,5% - 100 мл
мука рисовая - 50гр
.
Для начинки:
красная рыба Горбуша
слабосоленая - 50гр
огурец
 мягкий творог - 50гр","Смешать яйцо, молоко и
постепенно добавлять муку,
консистенция должна быть
достаточно жидкой. По вкусу
можно добавить соль.
Выпекать блинчики с двух
сторон до готовности на
сковороде с а/п покрытием.
Рыбу и огурец нарезать
длинными ломтиками.
Блинчики с одной стороны
смазать творожным сыром
или мягким творогом, внутрь
положить ломтики рыбы и
огурца, свернуть блинчики в
рулеты.
Рулетики можно разрезать
на 2-3 части и подавать к
столу.","КБЖУ завтрак
405
28
12
45",[InfoVolna.com] Рекомендованный план питания 2000 вариант 3.pdf,"possible duplicate; compare with existing: Буррито на завтрак; positive: clear cooking steps, usable quantities",,medium,Буррито на завтрак,good,good,compare with similar existing recipe; choose one best source variant before any import,InfoVolna meal-plan row; check it works as a standalone recipe; duplicate similarity score 0.622; same source title appears 12 times in this workbook,
Все рецепты!R427 | InfoVolna | page/file [InfoVolna.com] Рекомендованный план питания 2100-2200 вариант 6.pdf | variant 6 ужин,Рисовые блинчики на завтрак,MAYBE_REVIEW,69,breakfast,10-20 min,easy,консистенция должна быть; достаточно жидкой; РИСОВЫЕ БЛИНЧИКИ НА; ЗАВТРАК. Ингредиенты; Для блинов; яйцо,"консистенция должна быть
достаточно жидкой. По вкусу
РИСОВЫЕ БЛИНЧИКИ НА
ЗАВТРАК. Ингредиенты:
Для блинов:
яйцо - 1 шт
 молоко 1,5% - 100 мл
мука рисовая - 50гр
.
Для начинки:
красная рыба Горбуша
длинными ломтиками.
Блинчики с одной стороны
смазать творожным сыром
или мягким творогом, внутрь
слабосоленая - 50гр
огурец
 мягкий творог - 50гр","Смешать яйцо, молоко и
постепенно добавлять муку,
можно добавить соль.
Выпекать блинчики с двух
сторон до готовности на
сковороде с а/п покрытием.
Рыбу и огурец нарезать
положить ломтики рыбы и
огурца, свернуть блинчики в
рулеты.
Рулетики можно разрезать
на 2-3 части и подавать к","КБЖУ ужин
405
28
12
45
общее КБЖУ
2113
184
78
158",[InfoVolna.com] Рекомендованный план питания 2100-2200 вариант 6.pdf,"possible duplicate; compare with existing: Буррито на завтрак; positive: clear cooking steps, usable quantities",,medium,Буррито на завтрак,good,good,compare with similar existing recipe; choose one best source variant before any import,InfoVolna meal-plan row; check it works as a standalone recipe; title was inferred or looks like a source fragment; duplicate similarity score 0.622; title inferred from ingredients because source title was missing or malformed; same source title appears 12 times in this workbook,
Все рецепты!R428 | InfoVolna | page/file [InfoVolna.com] Рекомендованный план питания 2100-2200 вариант 7.pdf | variant 7 завтрак,РИСОВЫЕ БЛИНЧИКИ НА ЗАВТРАК,MAYBE_REVIEW,69,breakfast,10-20 min,easy,"РИСОВЫЕ БЛИНЧИКИ НА; ЗАВТРАК. Ингредиенты; Для блинов; яйцо; молоко 1,5%; мука рисовая","РИСОВЫЕ БЛИНЧИКИ НА
ЗАВТРАК. Ингредиенты:
Для блинов:
яйцо - 1 шт
 молоко 1,5% - 100 мл
мука рисовая - 50гр
.
Для начинки:
красная рыба Горбуша
слабосоленая - 50гр
огурец
 мягкий творог - 50гр","Смешать яйцо, молоко и
постепенно добавлять муку,
консистенция должна быть
достаточно жидкой. По вкусу
можно добавить соль.
Выпекать блинчики с двух
сторон до готовности на
сковороде с а/п покрытием.
Рыбу и огурец нарезать
длинными ломтиками.
Блинчики с одной стороны
смазать творожным сыром
или мягким творогом, внутрь
положить ломтики рыбы и
огурца, свернуть блинчики в
рулеты.
Рулетики можно разрезать
на 2-3 части и подавать к
столу.","КБЖУ завтрак
405
28
12
45",[InfoVolna.com] Рекомендованный план питания 2100-2200 вариант 7.pdf,"possible duplicate; compare with existing: Буррито на завтрак; positive: clear cooking steps, usable quantities",,medium,Буррито на завтрак,good,good,compare with similar existing recipe; choose one best source variant before any import,InfoVolna meal-plan row; check it works as a standalone recipe; duplicate similarity score 0.622; same source title appears 12 times in this workbook,
Все рецепты!R462 | InfoVolna | page/file [InfoVolna.com] Рекомендованный план питания 2300-2400 вариант 6.pdf | variant 6 ужин,РИСОВЫЕ БЛИНЧИКИ НА ЗАВТРАК,MAYBE_REVIEW,69,breakfast,10-20 min,easy,"РИСОВЫЕ БЛИНЧИКИ НА; ЗАВТРАК. Ингредиенты; Для блинов; яйцо; молоко 1,5%; мука рисовая","РИСОВЫЕ БЛИНЧИКИ НА
ЗАВТРАК. Ингредиенты:
Для блинов:
яйцо - 1 шт
 молоко 1,5% - 100 мл
мука рисовая - 50гр
.
Для начинки:
красная рыба Горбуша
слабосоленая - 50гр
огурец
 мягкий творог - 50гр","Смешать яйцо, молоко и
постепенно добавлять муку,
консистенция должна быть
достаточно жидкой. По вкусу
можно добавить соль.
Выпекать блинчики с двух
сторон до готовности на
сковороде с а/п покрытием.
Рыбу и огурец нарезать
длинными ломтиками.
Блинчики с одной стороны
смазать творожным сыром
или мягким творогом, внутрь
положить ломтики рыбы и
огурца, свернуть блинчики в
рулеты.
Рулетики можно разрезать
на 2-3 части и подавать к","КБЖУ ужин
405
28
12
45
общее КБЖУ
2320
174
62
257",[InfoVolna.com] Рекомендованный план питания 2300-2400 вариант 6.pdf,"possible duplicate; compare with existing: Буррито на завтрак; positive: clear cooking steps, usable quantities",,medium,Буррито на завтрак,good,good,compare with similar existing recipe; choose one best source variant before any import,InfoVolna meal-plan row; check it works as a standalone recipe; duplicate similarity score 0.622; same source title appears 12 times in this workbook,
